asset_no,device_type,brand,model,serial,building,floor,department,location,department_code,status,site,contract_no,ip,mac,remote_id,updated_at,updated_by,remark,vendor,install_date,uninstall_date,warranty_end,device_group,cost_center,meter_required,meter_mode,asset_site_code
1335,PRINTER LASER AIO,HP,MFPM227FDN,VNH4303492,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01331
1538,PRINTER INKJET AIO,EPSON,L5290,X8H2029056,ตึกยานยนต์,1,ห้องจ่ายยา,ห้องยาสีเขียว,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:08:27,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,UDH-01534
1539,PRINTER INKJET AIO,EPSON,L5290,X8H2029425,ตึกยานยนต์,1,ห้องจ่ายยา,ห้องยาสีเขียว,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:08:27,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,UDH-01535
1910,PRINTER THERMAL,ZEBRA,ZD421,D6J222613530,ตึก 69 ปี,1,ห้องจ่ายยา,ตึก 69,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:05:09,nikorn2527@gmail.com,,,,,,COMPANY,,FALSE,TOTAL,UDH-01899
523,PRINTER INKJET AIO,EPSON,L5290,X8H2029028,ตึกเชี่ยวชาญ,5,ธุรการ,OR,,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-12 13:17:10,nikorn2527@gmail.com,,,,2026-06-11,,COMPANY,,TRUE,TOTAL,UDH-00519
524,PRINTER INKJET AIO,EPSON,L5290,X8H2029233,ตึกเชี่ยวชาญ,5,ธุรการ,OR,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00520
1924,PRINTER INKJET AIO,EPSON,L5290,X8H2027573,ตึกเชี่ยวชาญ,2,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-27 02:41:10,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,UDH-01913
1926,PRINTER INKJET AIO,EPSON,L5290,X8H2029112,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01915
1987,PRINTER THERMAL,TSC,TE200,TEA24330015,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01976
1990,PRINTER THERMAL,TSC,TE200,TEA24330040,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01979
1993,PRINTER THERMAL,TSC,TE200,TEA24330030,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01982
1999,PRINTER THERMAL,TSC,TE200,TEA24290012,ตึก 69 ปี,1,ห้องจ่ายยา,ตึก 69,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:05:09,nikorn2527@gmail.com,,,,,,COMPANY,,FALSE,TOTAL,UDH-01988
2003,PRINTER THERMAL,HONEYWELL,PC42E-T,25058W071C,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01992
2004,PRINTER THERMAL,HONEYWELL,PC42E-T,25058W04C9,ตึก 69 ปี,1,ห้องจ่ายยา,ตึก 69,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:05:09,nikorn2527@gmail.com,,,,,,COMPANY,,FALSE,TOTAL,UDH-01993
2012,PRINTER THERMAL,HONEYWELL,PC42E-T,25058W082E,ตึก 69 ปี,1,ห้องจ่ายยา,ตึก 69,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:05:09,nikorn2527@gmail.com,,,,,,COMPANY,,FALSE,TOTAL,UDH-01999
2013,PRINTER THERMAL,HONEYWELL,PC42E-T,25058W03F4,ตึกผู้ป่วยนอก (OPD),3,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02000
2014,PRINTER THERMAL,HONEYWELL,PC42E-T,25058W07D5,ตึก 69 ปี,1,ห้องจ่ายยา,ตึก 69,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:05:09,nikorn2527@gmail.com,,,,,,COMPANY,,FALSE,TOTAL,UDH-02001
2051,PRINTER LASER,OKI,ES5112,BW21011781C0,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02027
2053,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553627,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02029
538,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555304,ตึกเชี่ยวชาญ,6,CVT Cath Lab,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00534
539,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551664,ตึกเชี่ยวชาญ,6,CVT Cath Lab,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00535
540,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551661,ตึกเชี่ยวชาญ,6,CVT Cath Lab,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00536
541,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555159,ตึกเชี่ยวชาญ,6,CVT ICU,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00537
542,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555165,ตึกเชี่ยวชาญ,6,CVT ICU,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00538
543,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551689,ตึกเชี่ยวชาญ,6,CVT Cath Lab,ห้องประชุม,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00539
544,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555154,ตึกเชี่ยวชาญ,6,CVT Cath Lab,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00540
545,PRINTER INKJET AIO,EPSON,L5290,X8H2029155,ตึกเชี่ยวชาญ,6,CVT ICU,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00541
546,PRINTER INKJET AIO,EPSON,L5290,X8H2029231,ตึกผู้ป่วยนอก (OPD),1,แผนกประชาสัมพันธ์,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00542
547,PRINTER INKJET AIO,EPSON,L5290,X8H2029420,ตึกเชี่ยวชาญ,6,CVT ICU,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00543
2054,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553622,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02030
2055,BARCODE SCANNERS,ZEBRA,DS2202,S22178010553697,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02031
550,PRINTER LASER,HP,M402DN,PHCFF06030,ตึกเชี่ยวชาญ,6,CVT Cath Lab,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00546
551,PRINTER THERMAL,ZEBRA,ZD421,D6J222700795,ตึกเชี่ยวชาญ,6,CVT Ward,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00547
2056,BARCODE SCANNERS,ZEBRA,DS2202,S22178010553611,ตึกผู้ป่วยนอก (OPD),4,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02032
553,PRINTER THERMAL,ZEBRA,ZD421,D6J222614796,ตึกเชี่ยวชาญ,6,CVT ICU,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00549
554,SCANNERS,CANON,DR-C230,JA491982,ตึกเชี่ยวชาญ,6,CVT ICU,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00550
555,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553476,ตึกเชี่ยวชาญ,7,ICU ศัลยกรรมประสาท ,,ศัลยกรรมประสาท,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00551
556,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553478,ตึกเชี่ยวชาญ,7,ICU ศัลยกรรมประสาท ,,ศัลยกรรมประสาท,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00552
557,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553678,ตึกเชี่ยวชาญ,7,POICU1,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00553
558,BARCODE SCANNERS,ZEBRA,DS2208,S22178010554001,ตึกเชี่ยวชาญ,7,POICU1,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00554
559,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553645,ตึกเชี่ยวชาญ,7,POICU2,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00555
560,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553480,ตึกเชี่ยวชาญ,7,CCU,,อายุรกรรมหัวใจ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00556
561,BARCODE SCANNERS,ZEBRA,DS2208,S22176010553534,ตึกเชี่ยวชาญ,7,CCU,,อายุรกรรมหัวใจ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00557
562,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553659,ตึกเชี่ยวชาญ,7,CCU,,อายุรกรรมหัวใจ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00558
563,BARCODE SCANNERS,ZEBRA,DS2208,S22149010553980,ตึกเชี่ยวชาญ,7,CCU,,อายุรกรรมหัวใจ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00559
